subject,sessionIndex,rep,hold_mean,hold_std,hold_min,hold_max,flight_mean,flight_std,flight_min,flight_max,total_duration,backspaces
s002,1,44,0.09443636363636364,0.025446817008572382,0.0586,0.1458,0.30439,0.26680736665242216,0.0599,0.9373,4.0827,0
s002,1,45,0.09917272727272727,0.01726515623545616,0.0768,0.1407,0.24939999999999998,0.21730138517736144,0.0724,0.8019,3.5848999999999998,0
s002,1,46,0.0948909090909091,0.017482690376767456,0.0689,0.1236,0.19607000000000002,0.20156102822718486,0.0394,0.7014,3.0045,0
s002,1,47,0.09963636363636365,0.021416487816941956,0.0776,0.1446,0.27972,0.34726077463485566,0.0338,1.193,3.8932,0
s002,1,48,0.09012727272727272,0.01347631531169278,0.0684,0.1157,0.21321000000000004,0.17051634789661665,0.0481,0.5863,3.1235000000000004,0
s002,1,49,0.09581818181818182,0.01726487859956887,0.0747,0.1338,0.17865,0.19455022102274774,0.0051,0.6845,2.8405,0
s002,1,50,0.1001,0.019861245955606385,0.0795,0.1446,0.27789,0.3607200367320895,0.0162,1.2041,3.88,0
s002,2,1,0.10974545454545455,0.02375133924018769,0.0742,0.1446,0.31731000000000004,0.4237948877700155,0.0365,1.3468,4.3803,0
s002,2,2,0.08743636363636363,0.01501976108799657,0.0652,0.109,0.18626,0.23144915294725107,0.0064,0.7223,2.8244,0
s002,2,3,0.08568181818181818,0.01928809421670261,0.066,0.1396,0.21719999999999998,0.2648676122141022,0.0373,0.8236,3.1144999999999996,0
s002,2,4,0.09003636363636365,0.021622642708187877,0.0689,0.1243,0.19593,0.24270052348522034,0.0067,0.7938,2.9497,0
s002,2,5,0.08424545454545455,0.013362319044534667,0.065,0.1056,0.14051000000000002,0.15809787759486213,0.0082,0.5188,2.3318000000000003,0
s002,2,6,0.08572727272727274,0.014043380252831578,0.0684,0.1101,0.18080000000000002,0.23418548631373384,0.0011,0.808,2.7510000000000003,0
s002,2,7,0.08205454545454546,0.009458556841329506,0.0673,0.1024,0.16868,0.17341656091619392,-0.0195,0.5784,2.5894000000000004,0
s002,2,8,0.08940000000000001,0.014083581672545966,0.07,0.1109,0.19141,0.23640341981451965,-0.0306,0.6908,2.8975,0
s002,2,9,0.08781818181818181,0.015749448370242752,0.0581,0.113,0.16795999999999997,0.1743967671718716,0.0327,0.6193,2.6456,0
s002,2,10,0.08751818181818181,0.023887418452620168,0.0578,0.1314,0.23763,0.18948463816362532,0.0565,0.658,3.339,0
s002,2,11,0.08913636363636364,0.015313409021761568,0.0726,0.1198,0.20321000000000003,0.19146509577466073,0.0611,0.728,3.0126000000000004,0
s002,2,12,0.08287272727272726,0.02403985671221444,0.0444,0.1359,0.19724,0.1549613900299039,0.0375,0.5307,2.884,0
s002,2,13,0.08661818181818182,0.018368689673751323,0.0657,0.1296,0.20664,0.2064176504080986,0.0489,0.7748,3.0191999999999997,0
s002,2,14,0.08626363636363638,0.014715994559246366,0.0607,0.1077,0.26155,0.3734384882413702,0.0447,1.3532,3.5644,0
s002,2,15,0.09145454545454546,0.01999219682486889,0.057,0.1262,0.17748,0.1724411308244063,0.003,0.6045,2.7808,0
s002,2,16,0.08839090909090909,0.013755425676335503,0.0684,0.1114,0.17678000000000002,0.20189802772687004,0.0254,0.7064,2.7401,0
s002,2,17,0.09430000000000001,0.019015113606143545,0.0673,0.1268,0.18336000000000002,0.17032275361794738,0.0257,0.556,2.8709000000000002,0
s002,2,18,0.09194545454545455,0.016157202932796575,0.0692,0.1204,0.23679,0.23296851053307613,0.0412,0.7587,3.3793,0
s002,2,19,0.09024545454545455,0.014339479110380015,0.0634,0.1135,0.2178,0.2224826824721421,0.047,0.8164,3.1707,0
s002,2,20,0.09075454545454545,0.0224897295200342,0.0642,0.133,0.17839,0.21147666750731628,0.0093,0.7519,2.7822,0
s002,2,21,0.08548181818181817,0.018221406900167936,0.0644,0.1169,0.16325,0.16350293116638615,0.0283,0.6014,2.5728,0
s002,2,22,0.08897272727272727,0.014907843628536373,0.0657,0.1172,0.13283000000000003,0.13567463322227927,0.0357,0.4454,2.3070000000000004,0
s002,2,23,0.0895090909090909,0.012690830945318145,0.0694,0.1056,0.17519999999999997,0.1905622890290731,0.0148,0.7014,2.7365999999999997,0
s002,2,24,0.08887272727272727,0.015804492509127726,0.0679,0.1167,0.14048,0.14449183921592249,0.0112,0.5206,2.3824,0
s002,2,25,0.08811818181818182,0.011502396444521555,0.0668,0.1074,0.13081,0.13562770697759363,0.0188,0.456,2.2774,0
s002,2,26,0.09282727272727274,0.016482061373124357,0.0657,0.1301,0.24374,0.3367290370609579,0.027,1.1681,3.4585000000000004,0
s002,2,27,0.08988181818181817,0.0164749296139657,0.0642,0.1148,0.16097,0.17565277709162472,0.0112,0.6367,2.5984,0
s002,2,28,0.09224545454545453,0.018539214636516914,0.0663,0.1301,0.13849,0.16043713067740897,0.0257,0.551,2.3996,0
s002,2,29,0.09167272727272727,0.01577034564151631,0.065,0.119,0.15063999999999997,0.15624386195943826,0.0193,0.5373,2.5147999999999997,0
s002,2,30,0.08928181818181818,0.012770336236893129,0.0657,0.1098,0.13565,0.1300801387606886,0.0085,0.4156,2.3386,0
s002,2,31,0.0943909090909091,0.017555028005231517,0.0678,0.1333,0.11921,0.12782628407334698,-0.0026,0.4011,2.2304,0
s002,2,32,0.0901818181818182,0.015070610663975232,0.0652,0.1177,0.16911,0.20714939753713987,0.0275,0.7344,2.6831,0
s002,2,33,0.08766363636363637,0.012878401420226651,0.0665,0.1127,0.15836,0.1463335928623363,0.0207,0.4589,2.5479,0
s002,2,34,0.09301818181818183,0.015289855114470105,0.0657,0.1138,0.14009999999999997,0.14362855565659635,0.0122,0.4789,2.4242,0
s002,2,35,0.09230000000000001,0.01333464387498696,0.0737,0.1132,0.14936999999999998,0.18749145073842696,0.0017,0.6455,2.509,0
s002,2,36,0.09886363636363636,0.016230346029318197,0.0729,0.1228,0.19071,0.19900895180870637,-0.004,0.7112,2.9946,0
s002,2,37,0.09212727272727274,0.01926046779895833,0.0591,0.1188,0.17311,0.20301528242967326,0.0204,0.7331,2.7445000000000004,0
s002,2,38,0.09526363636363634,0.021259661877379328,0.0666,0.1463,0.14449,0.14596691029133965,-0.0143,0.5064,2.4928,0
s002,2,39,0.08751818181818183,0.015111032585006358,0.0663,0.1185,0.13996000000000003,0.13177455900134896,0.0275,0.432,2.3623000000000003,0
s002,2,40,0.08841818181818181,0.014750150580545282,0.0628,0.1128,0.12193000000000001,0.11434874769755898,0.0172,0.3465,2.1919,0
s002,2,41,0.08777272727272728,0.015415228061833762,0.0628,0.1128,0.13063000000000002,0.1137135704302701,0.017,0.3766,2.2718000000000003,0
s002,2,42,0.09134545454545454,0.015128622098908091,0.0657,0.1172,0.18078,0.1840237908532481,0.0326,0.6267,2.8125999999999998,0
s002,2,43,0.08931818181818181,0.01648904970974915,0.0569,0.1183,0.18537,0.24784521802931767,-0.0077,0.8735,2.8362,0
s002,2,44,0.08694545454545455,0.015275492173970201,0.0686,0.1193,0.11739,0.11980540430214325,-0.0055,0.3837,2.1303,0
s002,2,45,0.08599090909090909,0.014805739338356999,0.0652,0.1138,0.14286,0.11813007407091555,0.0262,0.3771,2.3745,0
s002,2,46,0.09129999999999999,0.01475977334144766,0.0708,0.118,0.15728,0.13111298028799437,0.0225,0.4196,2.5770999999999997,0
s002,2,47,0.09091818181818184,0.018431337848241865,0.0718,0.1239,0.14187,0.14766231103433264,-0.01,0.5235,2.4188,0
s002,2,48,0.08889999999999999,0.013002936731229745,0.0686,0.1069,0.15861,0.1264165214677259,0.0109,0.4022,2.564,0
s002,2,49,0.09295454545454546,0.01830620181232001,0.0639,0.1262,0.14935,0.11737909737257311,0.0133,0.4404,2.516,0
s002,2,50,0.09238181818181818,0.0171968188486242,0.0644,0.1301,0.13235000000000002,0.12226510745098128,-0.0158,0.3969,2.3397,0
s002,3,1,0.08906363636363636,0.015402672302220375,0.0689,0.114,0.24915999999999996,0.22332971678663813,0.0521,0.7935,3.4712999999999994,0
s002,3,2,0.08545454545454545,0.01584931106253596,0.0673,0.1132,0.16899000000000003,0.20308190687503405,0.0075,0.7027,2.6299,0
s002,3,3,0.08538181818181817,0.020370112606544564,0.0568,0.1225,0.17648999999999998,0.18632993559812122,0.0019,0.6465,2.7041,0
s002,3,4,0.075,0.0135972590820891,0.0589,0.104,0.12252,0.11732274118856924,0.0222,0.3671,2.0502000000000002,0
s002,3,5,0.08467272727272727,0.01764921275138927,0.0618,0.1156,0.13707000000000003,0.11597001379667074,0.018,0.4307,2.3021000000000003,0
s002,3,6,0.08555454545454545,0.016894612569819337,0.0639,0.1296,0.13051,0.12332354560261395,0.0309,0.4362,2.2462,0
s002,3,7,0.08638181818181818,0.016943586514281506,0.0628,0.1209,0.26256,0.47807646083027344,-0.024,1.6713,3.5758000000000005,0
s002,3,8,0.07897272727272725,0.013020968467618327,0.0549,0.0982,0.12919999999999998,0.1268422484821205,0.0172,0.4272,2.1606999999999994,0
s002,3,9,0.09451818181818182,0.016926032568573085,0.0671,0.1375,0.13541,0.1467233345449864,-0.0588,0.4906,2.3938,0
s002,3,10,0.0809,0.011958640847064975,0.0602,0.1001,0.1511,0.14893045356810003,-0.0021,0.4826,2.4009,0
s002,3,11,0.08223636363636362,0.013713183618645151,0.0608,0.1069,0.11623000000000001,0.10793291481285959,-0.0135,0.3713,2.0669,0
s002,3,12,0.08586363636363638,0.014564544291299443,0.0602,0.1096,0.12055,0.09941922600785022,-0.0343,0.2998,2.1500000000000004,0
s002,3,13,0.09076363636363637,0.02063889852272657,0.0605,0.132,0.19812999999999997,0.12757074155150153,0.0204,0.4172,2.9797,0
s002,3,14,0.08693636363636364,0.014848891769315968,0.0618,0.1115,0.15816999999999998,0.15141586475663638,-0.0214,0.5536,2.5380000000000003,0
s002,3,15,0.08942727272727274,0.02259783138867697,0.0689,0.1541,0.12552999999999997,0.11639134031361612,-0.0208,0.3523,2.239,0
s002,3,16,0.08522727272727272,0.017539674036003525,0.0469,0.1117,0.14238999999999996,0.1546807968042575,-0.0156,0.5589,2.3613999999999997,0
s002,3,17,0.08789090909090908,0.016009965904537796,0.0671,0.1204,0.15688,0.12662450631690536,0.0538,0.4874,2.5355999999999996,0
s002,3,18,0.09352727272727274,0.014492323416779277,0.0642,0.1227,0.14936000000000002,0.1615380958164358,-0.0121,0.4592,2.5224,0
s002,3,19,0.09439090909090907,0.01468465213290607,0.0774,0.1209,0.11982,0.11431012028687573,-0.0034,0.362,2.2364999999999995,0
s002,3,20,0.09714545454545455,0.019227034170022337,0.0639,0.1417,0.17014,0.13433697331710284,0.0291,0.4416,2.77,0
s002,3,21,0.09031818181818183,0.013514895363790833,0.0686,0.1082,0.2326,0.29229300367952704,-0.0137,0.9476,3.3195,0
s002,3,22,0.08512727272727273,0.012975087381670442,0.0636,0.1056,0.15013,0.1313813689226901,-0.0103,0.3834,2.4377,0
s002,3,23,0.08504545454545455,0.013471610799034433,0.0642,0.108,0.16629,0.1906432346032767,-0.0024,0.6536,2.5984,0
s002,3,24,0.08563636363636364,0.008794241166010314,0.0716,0.1014,0.18350999999999998,0.1685132543748414,-0.0137,0.552,2.7771,0
s002,3,25,0.08759090909090911,0.014071599672935977,0.0676,0.1072,0.12877000000000002,0.1116368223302688,0.004,0.3441,2.2512000000000003,0
s002,3,26,0.0878,0.013735355838128108,0.0685,0.1117,0.14092,0.18701481117815244,-0.0259,0.5969,2.375,0
s002,3,27,0.08641818181818181,0.01193503766089333,0.0676,0.113,0.11951,0.11848071108834551,-0.0214,0.3861,2.1456999999999997,0
s002,3,28,0.09036363636363637,0.013750720492017381,0.0679,0.1096,0.13289,0.12108004335975439,-0.0261,0.3977,2.3229,0
s002,3,29,0.09036363636363637,0.015249457380943857,0.0695,0.1283,0.14154,0.17464988519893163,-0.0272,0.5911,2.4093999999999998,0
s002,3,30,0.09028181818181819,0.013645966315883055,0.0647,0.1135,0.13333,0.11328528633498701,0.0324,0.3732,2.3264,0
s002,3,31,0.09181818181818181,0.010545297804477783,0.075,0.1169,0.12290000000000001,0.12909825715322418,-0.0393,0.4027,2.239,0
s002,3,32,0.09122727272727273,0.01464545172394307,0.0703,0.1215,0.10933999999999999,0.11796382665885335,-0.0172,0.3486,2.0968999999999998,0
s002,3,33,0.08582727272727274,0.012200006774147962,0.0697,0.1095,0.15274000000000001,0.1385111706686504,0.0257,0.5119,2.4715000000000003,0
s002,3,34,0.09290909090909091,0.015317337446380194,0.0702,0.1183,0.16545,0.2261668465978159,0.0043,0.7978,2.6765,0
s002,3,35,0.0936,0.01969189958056127,0.0591,0.1328,0.11481,0.10799263354507103,-0.0135,0.3343,2.1776999999999997,0
s002,3,36,0.08689090909090909,0.021404012136447458,0.0415,0.1198,0.12929,0.1388573040930869,-0.004,0.4737,2.2487,0
s002,3,37,0.09178181818181817,0.01295718952283166,0.0731,0.113,0.1804,0.22554714806443465,-0.0016,0.8133,2.8136,0
s002,3,38,0.09322727272727273,0.014445892206883332,0.0737,0.1305,0.14861,0.09495078146071259,0.0284,0.3376,2.5116,0
s002,3,39,0.08986363636363637,0.020318789903448875,0.0631,0.133,0.13015,0.11081572316237438,-0.0185,0.3613,2.29,0
s002,3,40,0.08757272727272726,0.014086362902989218,0.0676,0.1193,0.15341999999999997,0.15825575376585838,0.0228,0.5008,2.4974999999999996,0
s002,3,41,0.09503636363636363,0.013202979879025432,0.0752,0.118,0.17604999999999998,0.13695643285366338,0.0072,0.5259,2.8059,0
s002,3,42,0.09342727272727273,0.01557807847347098,0.0716,0.1259,0.11309,0.10424863020682813,-0.0227,0.3194,2.1586,0
s002,3,43,0.09179090909090909,0.017382512348253634,0.0597,0.1168,0.12255,0.10959888913670612,-0.0019,0.3317,2.2352,0
s002,3,44,0.09291818181818182,0.012701454332034593,0.0705,0.1114,0.12435,0.11118101681492214,-0.0013,0.3425,2.2656,0
s002,3,45,0.0983,0.014194236986762048,0.0686,0.1222,0.14708,0.1155914598921564,0.0312,0.4259,2.5521,0
s002,3,46,0.09257272727272726,0.007033179923385346,0.0834,0.1043,0.13862999999999998,0.12429870514208907,-0.0362,0.4433,2.4046,0
s002,3,47,0.09130909090909091,0.015212880579863568,0.0681,0.1148,0.10845,0.09291620149360391,-0.0121,0.2978,2.0888999999999998,0
s002,3,48,0.09605454545454545,0.016894827806508427,0.0679,0.1307,0.13685,0.10330292590241574,0.0127,0.3535,2.4251,0
s002,3,49,0.09623636363636363,0.011453405426674137,0.075,0.118,0.13445000000000001,0.12539527303690517,-0.0182,0.4285,2.4031000000000002,0
s002,3,50,0.09266363636363638,0.011232523615682251,0.0787,0.1144,0.11851,0.10902786295254989,-0.0135,0.3463,2.2044,0
s002,4,1,0.08467272727272727,0.017262101995100605,0.0549,0.1159,0.11547,0.12119803670027003,-0.0032,0.4061,2.0861,0
s002,4,2,0.08504545454545455,0.014075598720439675,0.0613,0.1077,0.12153999999999998,0.10514248617946981,-0.0042,0.3209,2.1509,0
s002,4,3,0.0883,0.01180115556745494,0.0689,0.1075,0.10783000000000001,0.10704389800451028,-0.0166,0.3217,2.0496,0
s002,4,4,0.08508181818181819,0.014727575754458226,0.0605,0.1148,0.11481000000000001,0.12372620134797639,-0.0546,0.39,2.084,0
s002,4,5,0.08764545454545454,0.015336727376189819,0.0605,0.1125,0.11655,0.1179027841062288,-0.0153,0.3396,2.1296,0
s002,4,6,0.08801818181818183,0.013538216492031881,0.0718,0.1183,0.10563,0.12211313647597462,-0.0847,0.3628,2.0245,0
s002,4,7,0.09139090909090909,0.014796464844712956,0.0639,0.1111,0.12564,0.11723335873376657,-0.0591,0.3301,2.2617000000000003,0
s002,4,8,0.09218181818181818,0.012437247443343005,0.0748,0.1114,0.16272,0.1740143948068665,-0.0676,0.4969,2.6412,0
s002,4,9,0.09646363636363638,0.021657846477653005,0.066,0.1399,0.10669999999999999,0.0929694358378064,-0.0013,0.2785,2.1281,0
s002,4,10,0.08977272727272727,0.00924397503134692,0.0708,0.1008,0.12466999999999999,0.11574808032965384,0.0201,0.3853,2.2342,0
s002,4,11,0.09152727272727272,0.012274814637303705,0.0721,0.1143,0.13387000000000002,0.15667591423061808,-0.0285,0.5336,2.3455000000000004,0
s002,4,12,0.08964545454545454,0.015487729080343435,0.0605,0.1085,0.12279,0.12017827133055292,-0.0369,0.3503,2.214,0
s002,4,13,0.09713636363636363,0.01505228902721037,0.0755,0.122,0.10701000000000001,0.12149312285063711,-0.0615,0.3394,2.1386000000000003,0
s002,4,14,0.08816363636363636,0.016648520148664744,0.0586,0.1148,0.13498000000000002,0.1462154013775567,-0.0012,0.5006,2.3196000000000003,0
s002,4,15,0.09303636363636364,0.0194122863028581,0.0636,0.1301,0.11352,0.10346212640381987,0.0196,0.3518,2.1586,0
s002,4,16,0.08733636363636364,0.014304943374885401,0.0663,0.1093,0.12314,0.1181040998441629,0.0123,0.4148,2.1921,0
s002,4,17,0.08831818181818182,0.015925326780253247,0.0663,0.1156,0.11761999999999999,0.11236512626255529,0.0163,0.3681,2.1477,0
s002,4,18,0.09126363636363637,0.011317747344709445,0.0721,0.1093,0.13279999999999997,0.11486075047639205,-0.0099,0.3475,2.3319,0
s002,4,19,0.09653636363636364,0.014684083697990376,0.0808,0.1284,0.10603,0.09359506450662876,-0.0143,0.2958,2.1222000000000003,0
s002,4,20,0.0938090909090909,0.0130774931254534,0.0694,0.1132,0.1137,0.1127762652334258,-0.0032,0.3927,2.1689,0
s002,4,21,0.09214545454545453,0.015626281104505476,0.0618,0.1191,0.10704,0.11428938008406556,-0.0183,0.331,2.0839999999999996,0
s002,4,22,0.08991818181818183,0.01012528950713538,0.0766,0.1035,0.1113,0.11478536492079468,0.0011,0.3966,2.1021,0
s002,4,23,0.09644545454545456,0.01868160805013431,0.0681,0.1204,0.12301,0.12939350408733816,-0.0032,0.4299,2.2910000000000004,0
s002,4,24,0.08437272727272728,0.014398111676004972,0.0547,0.1061,0.08525,0.09073808737239286,-0.0483,0.2585,1.7806000000000002,0
s002,4,25,0.08571818181818182,0.015349433995002621,0.0557,0.1122,0.11295000000000002,0.09839774641728335,-0.0152,0.3292,2.0724,0
s002,4,26,0.08546363636363637,0.01433313216592767,0.0573,0.1143,0.10776,0.12171833222649742,-0.0145,0.3868,2.0177,0
s002,4,27,0.08935454545454546,0.019144206986893578,0.0544,0.1325,0.14225000000000002,0.15691653991851848,-0.0369,0.4977,2.4054,0
s002,4,28,0.09313636363636366,0.01770255619586529,0.0592,0.1222,0.11718999999999999,0.12951252024418333,-0.0215,0.3929,2.1964,0
s002,4,29,0.09190000000000001,0.014723821144353432,0.0652,0.1159,0.11666999999999998,0.11890145541581902,-0.0317,0.4119,2.1776,0
s002,4,30,0.09551818181818182,0.019123655897239758,0.0639,0.128,0.11752,0.14375809403299697,-0.0012,0.4747,2.2259,0
s002,4,31,0.09861818181818184,0.013629034393983924,0.0718,0.1193,0.11112999999999999,0.1234744997965167,-0.026,0.3866,2.1961000000000004,0
s002,4,32,0.0931090909090909,0.016604952960183817,0.0627,0.1167,0.09928000000000001,0.11196288492174537,-0.0218,0.3354,2.017,0
s002,4,33,0.09587272727272728,0.02438859982969282,0.0631,0.1552,0.1237,0.15817539631687352,0.0067,0.5341,2.2916,0
s002,4,34,0.09305454545454546,0.015399313068289984,0.0607,0.1122,0.10306,0.08621315676855824,0.0176,0.2756,2.0542,0
s002,4,35,0.09020909090909092,0.020265037269573183,0.0581,0.1201,0.09319,0.08155103248886551,0.0027,0.2397,1.9242,0
s002,4,36,0.0846909090909091,0.015130790674855066,0.057,0.1085,0.11120999999999999,0.0943630907717631,0.0082,0.3181,2.0437,0
s002,4,37,0.09955454545454545,0.01428084308921721,0.0803,0.1223,0.09922,0.08279258179329836,-0.0092,0.2948,2.0873,0
s002,4,38,0.0890909090909091,0.010889649342835487,0.0665,0.1125,0.10028,0.10571888951365314,-0.0544,0.3114,1.9828,0
s002,4,39,0.08987272727272727,0.01438762668590246,0.0657,0.1196,0.11280000000000001,0.11939433822422232,-0.0016,0.35,2.1166,0
s002,4,40,0.09899090909090912,0.013404304230389075,0.0813,0.1217,0.11424000000000001,0.10480897099008271,0.0127,0.3153,2.2313,0
s002,4,41,0.09930909090909092,0.018585745004044682,0.07,0.132,0.08751,0.08116709246979345,-0.0036,0.2666,1.9675,0
s002,4,42,0.08984545454545455,0.01805025125165669,0.0581,0.1246,0.10736000000000001,0.11287758147657133,-0.0372,0.3853,2.0619,0
s002,4,43,0.09611818181818182,0.01669223108252449,0.0774,0.1217,0.10018,0.09036541152454294,0.0088,0.3228,2.0591,0
s002,4,44,0.0950909090909091,0.015401443530069425,0.0697,0.1212,0.09745000000000001,0.07372680991335513,0.0159,0.2706,2.0205,0
s002,4,45,0.09067272727272728,0.01638969137815213,0.0689,0.1209,0.16164,0.20517613019062428,-0.0282,0.7086,2.6138000000000003,0
s002,4,46,0.0935,0.013583813897429544,0.0731,0.1193,0.09616,0.09196719197626944,-0.0219,0.2809,1.9901,0
s002,4,47,0.09255454545454546,0.017403780343590122,0.0697,0.1288,0.14313,0.220792124180189,0.0093,0.7914,2.4494,0
s002,4,48,0.0949,0.01122351427705568,0.0813,0.1104,0.13982999999999998,0.22360611373573847,-0.0174,0.7966,2.4421999999999997,0
s002,4,49,0.09056363636363636,0.015610035974990442,0.0718,0.1196,0.12239999999999998,0.17131961358817038,-0.0272,0.6168,2.2201999999999997,0
s002,4,50,0.09896363636363635,0.01904989967653243,0.0715,0.142,0.1152,0.09987599311145798,0.0035,0.3738,2.2405999999999997,0
s002,5,1,0.07366363636363636,0.016981715981783184,0.0515,0.1096,0.10919999999999999,0.10317741031834438,0.0173,0.347,1.9022999999999999,0
